age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,age_group,hours_bin,daily_social_media_time_bin
22,Male,Education,1.2,Twitter,51,7.8,5.4,4.5,6.0,5.1,0.3,7,True,False,1,6,4.8,20-40,0-4,"(-0.018, 1.8]"
50,Male,IT,2.7,TikTok,57,4.3,3.0,3.3,3.0,4.4,0.3,2,True,False,1,12,2.8,40-60,0-4,"(1.8, 3.6]"
36,Male,Student,7.4,Instagram,55,4.6,6.5,6.8,4.0,6.4,0.1,8,True,True,2,8,7.0,20-40,4-8,"(7.2, 9.0]"
53,Other,Student,3.2,Instagram,59,8.1,7.9,7.2,4.0,9.2,0.8,1,False,False,5,2,8.7,40-60,0-4,"(1.8, 3.6]"
23,Male,IT,3.3,Facebook,71,4.1,2.3,2.2,9.0,4.9,0.1,4,True,False,6,1,1.0,20-40,0-4,"(1.8, 3.6]"
32,Male,Finance,3.4,Twitter,45,8.4,3.4,2.7,8.0,5.4,1.2,2,False,False,2,11,2.6,20-40,0-4,"(1.8, 3.6]"
53,Male,Health,3.4,Instagram,61,6.9,6.3,3.0,6.0,7.2,0.1,5,False,True,3,29,4.1,40-60,0-4,"(1.8, 3.6]"
50,Male,Student,4.4,Twitter,48,3.7,4.2,3.4,6.0,5.0,0.3,9,False,False,1,20,3.8,40-60,4-8,"(3.6, 5.4]"
41,Male,Education,1.2,Telegram,49,4.9,5.3,5.4,6.0,5.1,1.2,2,False,False,6,9,5.9,40-60,0-4,"(-0.018, 1.8]"
44,Male,Student,3.7,TikTok,56,8.0,6.3,4.4,10.0,6.7,0.0,10,False,True,2,30,3.4,40-60,0-4,"(3.6, 5.4]"
28,Male,Unemployed,0.0,TikTok,61,5.2,4.2,3.1,3.0,3.4,0.4,3,False,False,0,22,2.8,20-40,,"(-0.018, 1.8]"
40,Other,Finance,2.8,TikTok,62,9.0,5.8,5.3,6.0,7.3,1.0,6,False,False,3,22,5.1,20-40,0-4,"(1.8, 3.6]"
50,Female,IT,5.6,Facebook,58,9.9,8.2,7.5,10.0,7.5,0.4,4,True,False,1,29,5.4,40-60,4-8,"(5.4, 7.2]"
58,Female,Finance,1.3,TikTok,71,6.6,6.7,5.4,5.0,5.5,1.2,8,False,False,2,9,5.6,40-60,0-4,"(-0.018, 1.8]"
63,Male,Health,0.6,Instagram,55,7.6,3.0,3.0,1.0,9.2,1.4,3,False,True,1,4,2.7,60-80,0-4,"(-0.018, 1.8]"
64,Female,Student,0.0,Twitter,70,7.0,5.4,5.5,4.0,7.2,1.6,3,False,True,0,0,8.0,60-80,,"(-0.018, 1.8]"
46,Female,Unemployed,1.6,Telegram,58,6.7,8.9,7.6,6.0,5.1,1.5,1,False,True,1,21,6.3,40-60,0-4,"(-0.018, 1.8]"
48,Other,Education,2.0,Instagram,61,5.2,5.5,5.2,4.0,6.4,1.9,0,False,True,1,21,5.3,40-60,0-4,"(1.8, 3.6]"
18,Male,Unemployed,1.7,Telegram,62,9.2,7.1,4.7,8.0,4.0,1.2,6,True,False,2,25,5.7,0-20,0-4,"(-0.018, 1.8]"
51,Female,Education,2.7,Instagram,68,4.8,8.8,8.0,6.0,7.7,1.0,8,False,False,3,18,7.6,40-60,0-4,"(1.8, 3.6]"
35,Male,Finance,3.7,Facebook,73,7.9,8.6,6.9,9.0,7.7,0.8,7,False,True,1,27,6.4,20-40,0-4,"(3.6, 5.4]"
35,Male,Unemployed,3.8,Telegram,45,5.2,9.0,8.1,5.0,6.0,1.7,3,False,True,2,27,7.2,20-40,0-4,"(3.6, 5.4]"
23,Male,Unemployed,3.8,Twitter,65,5.0,3.5,2.3,6.0,6.7,0.8,10,True,False,2,18,2.4,20-40,0-4,"(3.6, 5.4]"
57,Female,IT,4.6,Facebook,61,3.9,6.9,5.8,5.0,8.6,0.9,6,False,False,0,4,6.4,40-60,4-8,"(3.6, 5.4]"
18,Female,Health,5.4,TikTok,65,9.4,2.4,1.6,6.0,5.1,0.8,8,True,False,0,20,2.5,0-20,4-8,"(3.6, 5.4]"
64,Male,IT,5.3,Facebook,59,4.8,6.7,5.6,9.0,7.7,0.7,4,True,False,4,2,7.0,60-80,4-8,"(3.6, 5.4]"
59,Female,Student,5.2,Twitter,70,8.0,7.5,6.5,9.0,9.7,1.1,0,False,False,7,0,7.4,40-60,4-8,"(3.6, 5.4]"
47,Male,Unemployed,5.1,Telegram,55,7.4,6.9,4.9,3.0,7.1,0.0,2,True,True,1,27,6.0,40-60,4-8,"(3.6, 5.4]"
21,Male,Finance,3.1,Facebook,57,8.8,6.2,3.3,7.0,7.0,0.2,1,True,False,2,8,3.4,20-40,0-4,"(1.8, 3.6]"
49,Male,Finance,5.2,TikTok,60,4.9,5.5,4.9,10.0,6.0,1.6,3,False,False,2,12,5.6,40-60,4-8,"(3.6, 5.4]"
27,Female,Education,3.3,Twitter,52,6.0,8.0,7.3,5.0,4.5,0.0,7,False,False,0,4,6.3,20-40,0-4,"(1.8, 3.6]"
60,Male,Student,2.6,TikTok,59,5.0,4.8,4.7,9.0,8.1,0.7,5,True,False,3,19,8.2,40-60,0-4,"(1.8, 3.6]"
22,Male,Education,3.2,Twitter,54,5.6,8.8,7.8,1.0,7.9,1.3,0,True,False,2,19,10.0,20-40,0-4,"(1.8, 3.6]"
26,Other,IT,3.7,Instagram,65,11.7,8.5,7.8,3.0,8.1,0.3,10,True,False,0,16,7.4,20-40,0-4,"(3.6, 5.4]"
22,Female,Finance,3.7,Instagram,69,5.8,3.3,3.3,9.0,5.3,1.2,3,False,False,2,4,3.1,20-40,0-4,"(3.6, 5.4]"
28,Male,Finance,0.7,Telegram,59,4.2,7.4,6.9,8.0,5.8,1.2,7,True,False,3,31,7.9,20-40,0-4,"(-0.018, 1.8]"
52,Female,Unemployed,1.8,Instagram,41,5.1,3.1,1.5,10.0,6.4,2.0,1,True,False,4,24,0.0,40-60,0-4,"(-0.018, 1.8]"
44,Male,Health,0.0,TikTok,65,7.4,2.6,1.8,4.0,6.9,0.5,5,False,False,0,4,1.6,40-60,,"(-0.018, 1.8]"
21,Female,Unemployed,4.5,Instagram,53,12.0,7.1,6.0,10.0,7.0,0.3,1,False,False,1,3,4.5,20-40,4-8,"(3.6, 5.4]"
27,Male,IT,1.6,Twitter,65,9.3,2.2,2.8,7.0,7.1,1.0,5,False,False,4,30,1.8,20-40,0-4,"(-0.018, 1.8]"
56,Male,Student,4.5,Facebook,73,10.2,3.6,3.0,8.0,6.1,0.7,7,False,False,2,14,2.9,40-60,4-8,"(3.6, 5.4]"
50,Male,Health,2.0,Facebook,53,5.9,8.1,8.0,6.0,6.9,0.7,0,False,False,1,28,9.6,40-60,0-4,"(1.8, 3.6]"
55,Male,Unemployed,1.2,Instagram,48,4.0,5.0,3.3,5.0,5.2,0.5,1,True,True,1,22,3.0,40-60,0-4,"(-0.018, 1.8]"
25,Female,Finance,5.1,Twitter,60,9.5,7.8,7.5,3.0,5.5,0.7,4,False,False,2,4,8.3,20-40,4-8,"(3.6, 5.4]"
41,Female,Student,1.8,TikTok,61,4.7,2.9,2.3,9.0,5.5,1.7,2,False,False,2,5,3.6,40-60,0-4,"(-0.018, 1.8]"
56,Other,Education,5.0,Twitter,66,6.0,5.0,3.8,5.0,5.2,0.0,1,True,True,1,17,3.6,40-60,4-8,"(3.6, 5.4]"
50,Female,IT,1.5,Telegram,74,4.0,5.9,4.8,4.0,6.0,1.7,7,True,False,1,13,6.0,40-60,0-4,"(-0.018, 1.8]"
58,Other,Education,3.5,TikTok,73,7.8,3.6,3.0,4.0,6.1,1.8,9,False,False,3,2,2.0,40-60,0-4,"(1.8, 3.6]"
60,Male,Finance,5.6,TikTok,63,6.3,8.8,8.0,6.0,5.8,1.1,5,False,False,3,17,9.6,40-60,4-8,"(5.4, 7.2]"
36,Female,Health,3.6,TikTok,61,6.0,7.6,7.0,10.0,5.0,1.9,3,False,False,3,31,6.9,20-40,0-4,"(1.8, 3.6]"
19,Male,Education,5.4,TikTok,66,5.5,4.0,3.3,3.0,8.8,0.0,5,True,False,2,14,4.8,0-20,4-8,"(3.6, 5.4]"
28,Female,Finance,7.2,TikTok,59,7.6,2.8,2.5,1.0,9.2,1.1,3,False,True,0,8,2.6,20-40,4-8,"(5.4, 7.2]"
52,Female,Education,2.7,Twitter,59,8.7,5.9,5.0,8.0,7.8,0.5,1,False,False,4,28,5.4,40-60,0-4,"(1.8, 3.6]"
34,Male,IT,4.8,Facebook,73,8.7,6.7,6.1,6.0,6.5,1.1,2,True,False,2,10,6.1,20-40,4-8,"(3.6, 5.4]"
59,Male,Education,3.0,Telegram,56,9.4,7.9,4.7,4.0,7.6,0.0,2,False,True,2,13,6.0,40-60,0-4,"(1.8, 3.6]"
20,Male,IT,3.3,Twitter,50,7.5,9.0,7.7,6.0,8.3,0.9,7,False,False,2,21,6.6,0-20,0-4,"(1.8, 3.6]"
39,Male,IT,2.1,Twitter,53,9.6,7.5,6.7,10.0,5.4,0.3,0,False,True,2,9,7.2,20-40,0-4,"(1.8, 3.6]"
52,Other,Unemployed,3.3,Telegram,59,7.8,4.0,4.1,9.0,8.5,1.2,2,True,False,3,29,5.2,40-60,0-4,"(1.8, 3.6]"
38,Female,Student,0.9,TikTok,70,7.0,8.3,7.0,8.0,4.6,1.5,10,False,False,2,12,6.6,20-40,0-4,"(-0.018, 1.8]"
42,Male,Health,5.3,Telegram,68,7.8,6.8,5.1,6.0,8.7,0.6,10,True,True,2,21,6.1,40-60,4-8,"(3.6, 5.4]"
56,Male,Education,8.2,Instagram,66,5.1,6.1,5.5,4.0,5.9,1.0,3,False,False,2,27,5.9,40-60,8-12,"(7.2, 9.0]"
19,Male,Unemployed,3.5,TikTok,63,4.6,6.2,5.3,7.0,8.6,2.2,6,False,False,1,23,6.4,0-20,0-4,"(1.8, 3.6]"
18,Other,Finance,2.0,Instagram,48,8.8,4.1,5.1,1.0,8.4,0.0,8,False,False,7,7,3.8,0-20,0-4,"(1.8, 3.6]"
24,Female,Student,2.2,Facebook,60,5.7,7.5,6.7,9.0,7.4,0.4,7,True,False,3,27,5.7,20-40,0-4,"(1.8, 3.6]"
37,Female,Health,2.4,TikTok,50,8.9,6.0,5.2,6.0,5.2,0.0,7,False,False,2,1,7.4,20-40,0-4,"(1.8, 3.6]"
60,Female,Student,2.1,Telegram,66,4.1,5.1,4.1,5.0,4.8,1.4,1,True,False,2,2,5.4,40-60,0-4,"(1.8, 3.6]"
23,Female,Education,3.5,Instagram,62,5.9,6.7,5.8,10.0,5.9,1.6,5,False,False,4,27,3.9,20-40,0-4,"(1.8, 3.6]"
53,Male,Unemployed,2.2,Twitter,49,6.3,8.8,8.3,4.0,6.8,1.8,1,False,True,4,27,7.7,40-60,0-4,"(1.8, 3.6]"
38,Female,Education,5.5,Instagram,43,4.8,8.6,6.1,4.0,7.7,1.1,0,True,False,0,20,8.6,20-40,4-8,"(5.4, 7.2]"
63,Female,Education,0.0,Twitter,52,5.7,5.2,3.9,4.0,7.2,1.5,1,False,False,1,25,3.6,60-80,,"(-0.018, 1.8]"
52,Male,Health,3.0,Instagram,56,10.6,2.3,1.6,9.0,5.5,0.0,6,False,False,0,25,0.0,40-60,0-4,"(1.8, 3.6]"
53,Male,Student,6.1,Telegram,63,5.6,3.8,2.9,7.0,6.1,0.8,1,True,False,3,15,3.9,40-60,4-8,"(5.4, 7.2]"
25,Female,Finance,0.0,Twitter,56,8.1,8.7,8.3,4.0,6.2,0.0,5,True,True,1,8,7.8,20-40,,"(-0.018, 1.8]"
21,Male,Student,6.3,Facebook,48,6.4,3.1,2.6,9.0,4.7,1.5,10,True,True,1,27,2.1,20-40,4-8,"(5.4, 7.2]"
60,Female,Health,3.6,TikTok,61,9.3,4.3,4.0,6.0,4.7,0.4,5,False,False,1,28,2.6,40-60,0-4,"(1.8, 3.6]"
33,Female,IT,6.8,Instagram,53,5.9,3.5,2.9,4.0,4.8,1.8,7,False,True,1,22,3.2,20-40,4-8,"(5.4, 7.2]"
20,Female,IT,6.4,Facebook,75,9.7,8.6,7.0,6.0,5.9,0.3,7,True,False,1,7,6.7,0-20,4-8,"(5.4, 7.2]"
24,Female,IT,0.2,Telegram,67,8.6,5.4,7.7,10.0,8.7,1.1,6,False,False,0,18,8.0,20-40,0-4,"(-0.018, 1.8]"
19,Female,Finance,7.3,Telegram,60,6.9,2.1,2.7,1.0,5.3,0.9,4,False,False,3,11,4.9,0-20,4-8,"(7.2, 9.0]"
18,Male,Health,0.9,Instagram,57,8.3,3.9,2.8,7.0,5.9,0.7,8,True,False,1,11,1.9,0-20,0-4,"(-0.018, 1.8]"
18,Male,Health,3.9,Instagram,58,6.9,4.2,3.9,8.0,8.1,0.3,0,True,False,0,31,2.8,0-20,0-4,"(3.6, 5.4]"
55,Male,IT,0.0,Instagram,61,7.8,4.6,4.1,8.0,5.6,0.3,8,False,False,2,20,5.2,40-60,,"(-0.018, 1.8]"
24,Female,Health,4.5,Twitter,69,5.6,3.4,3.6,9.0,6.3,0.3,2,True,False,4,8,3.3,20-40,4-8,"(3.6, 5.4]"
41,Female,Health,4.0,Instagram,66,6.3,3.5,2.7,10.0,7.7,0.9,7,False,False,6,9,4.8,40-60,0-4,"(3.6, 5.4]"
22,Male,Education,6.4,Telegram,73,8.3,6.3,4.9,9.0,8.1,0.1,0,False,False,2,28,4.9,20-40,4-8,"(5.4, 7.2]"
38,Female,Finance,4.3,Twitter,69,7.9,3.9,3.1,8.0,6.7,1.6,1,True,True,4,16,4.0,20-40,4-8,"(3.6, 5.4]"
45,Female,Health,0.6,Twitter,84,9.2,4.8,4.8,2.0,7.9,1.5,5,False,True,2,12,3.1,40-60,0-4,"(-0.018, 1.8]"
35,Other,Unemployed,4.6,Facebook,59,5.5,3.6,3.3,9.0,7.4,0.9,10,False,True,3,30,4.2,20-40,4-8,"(3.6, 5.4]"
41,Male,IT,2.0,Instagram,69,7.0,6.9,5.9,7.0,5.8,0.5,10,False,False,1,27,5.3,40-60,0-4,"(1.8, 3.6]"
49,Female,Student,7.2,Instagram,48,2.6,2.2,1.9,8.0,4.7,1.4,8,False,False,2,2,1.0,40-60,4-8,"(5.4, 7.2]"
62,Female,Student,3.9,TikTok,53,4.9,5.2,4.6,3.0,6.5,2.7,2,True,False,5,31,4.9,60-80,0-4,"(3.6, 5.4]"
50,Male,Finance,2.4,Instagram,59,5.2,2.4,3.2,3.0,7.6,2.8,6,False,False,3,12,1.7,40-60,0-4,"(1.8, 3.6]"
27,Male,Health,5.2,Twitter,61,3.8,2.3,1.7,5.0,4.7,1.1,9,True,False,1,29,3.1,20-40,4-8,"(3.6, 5.4]"
26,Male,Education,3.2,Facebook,58,6.1,3.4,2.0,7.0,6.3,0.6,5,True,False,4,28,2.5,20-40,0-4,"(1.8, 3.6]"
50,Male,Health,6.7,Twitter,66,9.1,8.1,7.2,2.0,6.5,1.5,0,False,False,2,13,8.8,40-60,4-8,"(5.4, 7.2]"
50,Male,IT,0.7,TikTok,63,7.8,6.3,5.9,3.0,8.0,0.8,9,False,False,1,2,5.6,40-60,0-4,"(-0.018, 1.8]"
24,Female,Unemployed,1.9,Twitter,57,10.2,3.8,2.6,1.0,7.8,0.0,10,False,True,1,10,2.4,20-40,0-4,"(1.8, 3.6]"
21,Female,Health,5.0,Instagram,63,9.4,8.7,8.5,4.0,7.5,0.6,6,False,True,2,22,8.4,20-40,4-8,"(3.6, 5.4]"
45,Other,Student,2.2,Instagram,57,7.3,7.0,5.9,6.0,5.4,1.4,5,False,False,1,22,4.9,40-60,0-4,"(1.8, 3.6]"
40,Male,Student,4.9,Facebook,59,7.6,8.6,8.3,1.0,7.0,0.5,0,True,False,2,26,8.8,20-40,4-8,"(3.6, 5.4]"
49,Female,Finance,4.3,Twitter,74,9.4,5.9,5.6,7.0,6.5,0.1,6,False,False,0,10,6.9,40-60,4-8,"(3.6, 5.4]"
61,Female,Unemployed,1.4,TikTok,45,6.7,5.8,4.5,6.0,5.9,1.7,6,False,False,0,3,3.8,60-80,0-4,"(-0.018, 1.8]"
33,Female,IT,2.1,Instagram,71,8.8,3.6,1.9,8.0,8.0,0.5,6,True,False,2,18,2.4,20-40,0-4,"(1.8, 3.6]"
63,Female,Finance,2.7,Twitter,58,7.9,7.1,6.8,5.0,5.4,0.3,10,False,False,2,31,7.7,60-80,0-4,"(1.8, 3.6]"
27,Female,Health,1.8,Telegram,65,7.5,4.1,3.6,2.0,5.6,0.0,2,False,True,1,9,3.7,20-40,0-4,"(-0.018, 1.8]"
31,Male,Unemployed,4.4,Facebook,80,6.0,6.5,4.7,3.0,5.1,0.6,3,False,False,0,16,6.2,20-40,4-8,"(3.6, 5.4]"
56,Female,Education,1.5,Instagram,65,5.4,4.6,5.7,3.0,6.8,1.0,0,True,False,2,2,3.7,40-60,0-4,"(-0.018, 1.8]"
53,Female,Finance,3.2,Facebook,71,7.0,2.7,1.8,4.0,8.7,1.3,10,False,False,2,20,1.1,40-60,0-4,"(1.8, 3.6]"
51,Other,Student,6.9,Telegram,54,7.7,2.1,1.8,3.0,7.5,2.0,2,False,False,2,23,1.2,40-60,4-8,"(5.4, 7.2]"
41,Female,IT,3.5,Facebook,65,8.4,4.7,4.3,10.0,7.2,1.4,4,False,False,2,17,5.7,40-60,0-4,"(1.8, 3.6]"
35,Female,Health,1.9,TikTok,62,4.8,8.2,7.7,1.0,6.1,1.5,2,False,False,4,22,7.1,20-40,0-4,"(1.8, 3.6]"
33,Female,IT,0.0,Twitter,59,8.9,8.4,7.5,9.0,7.9,1.5,0,False,False,1,2,5.8,20-40,,"(-0.018, 1.8]"
58,Female,IT,0.0,Twitter,67,8.1,5.7,5.3,5.0,8.2,1.5,2,False,False,1,29,6.1,40-60,,"(-0.018, 1.8]"
54,Other,IT,0.9,TikTok,75,6.4,4.2,4.7,1.0,8.5,1.2,5,False,False,1,4,6.0,40-60,0-4,"(-0.018, 1.8]"
58,Female,Student,2.5,TikTok,58,8.0,2.5,2.3,2.0,6.5,0.8,2,True,True,2,11,2.2,40-60,0-4,"(1.8, 3.6]"
42,Female,Education,0.0,Telegram,57,5.4,4.5,5.4,3.0,5.8,1.1,9,True,False,3,8,4.2,40-60,,"(-0.018, 1.8]"
25,Male,Finance,2.7,Facebook,52,4.9,8.7,8.5,7.0,8.5,0.7,10,False,True,2,24,7.4,20-40,0-4,"(1.8, 3.6]"
41,Female,Student,0.2,Twitter,53,10.4,8.7,7.8,6.0,7.8,2.1,0,False,False,2,3,6.7,40-60,0-4,"(-0.018, 1.8]"
37,Male,Unemployed,2.8,Telegram,67,2.5,5.2,3.8,4.0,6.4,1.6,5,False,True,2,17,5.5,20-40,0-4,"(1.8, 3.6]"
65,Female,Education,3.3,Telegram,71,8.9,7.5,6.8,3.0,7.7,1.1,9,True,False,3,15,6.5,60-80,0-4,"(1.8, 3.6]"
47,Male,Health,3.8,TikTok,67,7.2,6.4,5.3,3.0,6.0,0.6,5,True,False,2,28,3.9,40-60,0-4,"(3.6, 5.4]"
37,Male,Finance,3.0,Instagram,55,4.7,5.5,4.8,9.0,4.3,2.2,5,True,False,1,27,6.0,20-40,0-4,"(1.8, 3.6]"
35,Male,Education,1.5,TikTok,63,5.9,8.7,3.2,10.0,7.4,1.1,2,False,True,0,7,8.8,20-40,0-4,"(-0.018, 1.8]"
21,Female,Health,1.1,Telegram,60,10.0,2.3,1.6,3.0,7.8,0.0,3,False,False,1,31,1.8,20-40,0-4,"(-0.018, 1.8]"
65,Female,Unemployed,0.3,Twitter,72,7.3,2.1,1.9,5.0,6.7,1.2,2,False,False,1,5,2.2,60-80,0-4,"(-0.018, 1.8]"
53,Female,Finance,5.7,Instagram,67,6.9,5.5,4.8,2.0,5.5,0.6,4,False,False,0,3,3.8,40-60,4-8,"(5.4, 7.2]"
23,Female,Unemployed,5.0,Instagram,56,6.9,6.5,6.2,1.0,6.6,0.5,10,False,True,1,30,2.6,20-40,4-8,"(3.6, 5.4]"
20,Other,Health,2.2,Facebook,57,6.4,2.4,1.8,1.0,8.9,1.5,1,False,False,1,14,1.3,0-20,0-4,"(1.8, 3.6]"
35,Male,Student,2.5,Telegram,67,6.7,7.5,6.7,2.0,6.2,1.4,2,False,False,2,15,7.0,20-40,0-4,"(1.8, 3.6]"
64,Female,Health,2.9,TikTok,83,5.9,7.9,5.6,10.0,3.6,1.8,5,False,False,2,10,7.1,60-80,0-4,"(1.8, 3.6]"
57,Female,Unemployed,5.5,Facebook,56,6.3,4.8,4.5,4.0,5.2,1.4,2,False,False,3,13,4.7,40-60,4-8,"(5.4, 7.2]"
35,Female,IT,2.2,Twitter,57,9.5,6.3,4.9,7.0,6.2,0.5,8,False,False,2,19,4.6,20-40,0-4,"(1.8, 3.6]"
40,Male,Student,0.0,Twitter,58,7.0,8.7,8.1,3.0,7.1,0.0,5,False,False,6,19,7.5,20-40,,"(-0.018, 1.8]"
52,Other,Health,4.1,Telegram,47,3.9,8.5,7.3,7.0,6.7,0.9,4,False,False,4,14,8.5,40-60,4-8,"(3.6, 5.4]"
23,Male,Student,0.0,Instagram,71,7.1,5.3,4.6,5.0,6.8,0.0,4,False,False,0,11,3.7,20-40,,"(-0.018, 1.8]"
43,Male,Finance,5.1,Facebook,61,4.7,3.4,1.8,7.0,6.8,0.0,6,False,False,4,7,0.0,40-60,4-8,"(3.6, 5.4]"
38,Male,IT,1.0,Twitter,61,7.7,7.6,7.5,4.0,6.8,0.5,5,False,True,1,24,6.9,20-40,0-4,"(-0.018, 1.8]"
41,Male,IT,3.7,TikTok,70,8.1,7.8,7.2,7.0,6.8,1.1,7,False,True,2,2,7.3,40-60,0-4,"(3.6, 5.4]"
32,Female,Health,2.5,Telegram,49,3.5,5.8,6.7,6.0,6.4,1.0,8,True,True,1,5,7.7,20-40,0-4,"(1.8, 3.6]"
44,Female,Finance,3.3,TikTok,63,8.5,8.1,6.2,4.0,6.0,1.1,3,False,False,1,13,8.1,40-60,0-4,"(1.8, 3.6]"
49,Male,Student,4.2,Instagram,71,5.0,6.2,5.7,9.0,10.0,0.4,1,False,False,1,0,5.6,40-60,4-8,"(3.6, 5.4]"
29,Female,Health,3.2,TikTok,60,7.6,2.2,4.9,3.0,4.1,1.0,2,False,False,0,22,2.8,20-40,0-4,"(1.8, 3.6]"
22,Female,Education,2.2,Facebook,63,9.3,5.3,4.1,2.0,5.7,1.1,2,False,False,3,6,4.1,20-40,0-4,"(1.8, 3.6]"
24,Female,Health,2.4,Telegram,78,6.8,3.8,3.3,7.0,7.2,1.2,1,False,False,2,15,3.3,20-40,0-4,"(1.8, 3.6]"
39,Female,Education,0.4,Twitter,60,6.5,8.1,7.5,2.0,4.8,1.2,2,False,True,1,5,8.1,20-40,0-4,"(-0.018, 1.8]"
44,Female,IT,3.3,Facebook,80,8.8,3.7,3.6,2.0,6.3,0.9,8,True,False,3,1,3.9,40-60,0-4,"(1.8, 3.6]"
32,Female,Health,3.7,Telegram,51,6.4,2.2,1.5,3.0,7.9,0.6,10,True,False,1,13,1.5,20-40,0-4,"(3.6, 5.4]"
56,Male,Health,9.3,Twitter,57,8.9,8.9,7.9,1.0,6.2,2.3,8,True,False,3,3,8.5,40-60,8-12,"(9.0, 10.8]"
62,Male,IT,3.3,TikTok,62,5.4,5.4,3.8,8.0,6.4,1.0,5,False,False,2,24,3.0,60-80,0-4,"(1.8, 3.6]"
52,Male,Student,3.0,Twitter,49,6.9,5.7,5.5,10.0,6.0,0.7,4,False,False,3,6,5.1,40-60,0-4,"(1.8, 3.6]"
43,Female,Unemployed,2.6,Instagram,66,5.7,6.3,5.8,9.0,5.4,1.4,0,False,False,0,6,5.1,40-60,0-4,"(1.8, 3.6]"
40,Female,Health,2.3,Twitter,59,6.8,8.3,8.1,5.0,4.9,0.3,1,False,True,2,2,6.8,20-40,0-4,"(1.8, 3.6]"
30,Female,Finance,3.1,Twitter,54,6.9,3.0,2.2,5.0,5.8,0.8,6,True,False,3,31,3.1,20-40,0-4,"(1.8, 3.6]"
43,Male,Unemployed,1.0,Telegram,56,12.0,2.0,5.0,5.0,4.1,1.4,1,True,True,3,20,1.8,40-60,0-4,"(-0.018, 1.8]"
20,Female,IT,4.4,Telegram,49,9.9,4.2,7.9,10.0,5.9,0.5,3,True,False,2,18,7.1,0-20,4-8,"(3.6, 5.4]"
46,Female,Student,2.5,Facebook,50,8.0,6.3,5.7,8.0,5.8,2.2,2,False,False,0,10,7.2,40-60,0-4,"(1.8, 3.6]"
19,Other,Unemployed,4.3,Facebook,50,5.7,7.5,6.4,8.0,5.4,2.0,9,False,False,0,31,5.3,0-20,4-8,"(3.6, 5.4]"
45,Male,IT,3.9,Telegram,69,6.6,5.7,6.1,7.0,6.0,1.8,5,True,False,5,0,7.1,40-60,0-4,"(3.6, 5.4]"
40,Male,IT,3.5,Facebook,43,8.9,7.0,6.4,10.0,6.6,0.0,8,False,False,2,19,7.4,20-40,0-4,"(1.8, 3.6]"
53,Other,Student,2.6,Telegram,63,6.1,5.5,4.3,9.0,4.6,0.8,10,False,False,0,8,3.9,40-60,0-4,"(1.8, 3.6]"
23,Other,Unemployed,5.6,Twitter,69,4.0,7.7,6.2,7.0,5.8,2.7,1,False,False,1,27,6.4,20-40,4-8,"(5.4, 7.2]"
28,Male,Student,3.1,Instagram,59,8.1,2.7,2.2,5.0,7.0,1.7,0,False,False,2,10,0.9,20-40,0-4,"(1.8, 3.6]"
55,Male,Student,0.5,TikTok,48,7.0,5.9,6.1,8.0,7.9,1.0,4,False,False,0,15,5.6,40-60,0-4,"(-0.018, 1.8]"
51,Female,Unemployed,2.5,Facebook,63,6.5,7.0,6.9,8.0,6.5,0.9,10,False,True,3,12,6.4,40-60,0-4,"(1.8, 3.6]"
34,Female,Unemployed,3.1,Instagram,51,8.6,2.9,2.3,5.0,5.4,1.0,5,False,False,2,6,4.1,20-40,0-4,"(1.8, 3.6]"
20,Male,Finance,3.6,Twitter,59,6.4,2.8,2.0,4.0,4.4,1.0,0,False,False,1,22,1.1,0-20,0-4,"(1.8, 3.6]"
61,Female,Education,5.8,Twitter,59,6.9,7.6,7.1,3.0,5.3,0.6,6,False,False,1,16,6.8,60-80,4-8,"(5.4, 7.2]"
63,Male,Unemployed,3.5,Facebook,50,7.7,5.5,5.1,10.0,6.1,0.7,2,False,False,0,25,4.8,60-80,0-4,"(1.8, 3.6]"
51,Female,Unemployed,3.5,TikTok,53,7.4,4.7,2.1,9.0,6.9,0.7,5,False,False,1,25,5.1,40-60,0-4,"(1.8, 3.6]"
39,Female,IT,3.8,Instagram,59,4.3,3.8,5.6,4.0,8.8,0.4,0,True,True,3,23,5.5,20-40,0-4,"(3.6, 5.4]"
46,Male,Health,1.2,Telegram,60,7.5,3.0,2.2,3.0,8.3,0.2,0,False,False,0,7,2.2,40-60,0-4,"(-0.018, 1.8]"
46,Male,Education,1.5,Facebook,54,7.0,3.2,3.2,8.0,6.8,0.0,10,False,False,1,1,1.3,40-60,0-4,"(-0.018, 1.8]"
22,Male,Health,4.0,Facebook,66,7.1,8.3,7.0,7.0,6.2,1.4,8,False,True,2,0,6.5,20-40,0-4,"(3.6, 5.4]"
27,Female,Health,2.5,TikTok,66,10.3,2.9,1.6,4.0,5.8,0.0,7,True,False,1,1,1.7,20-40,0-4,"(1.8, 3.6]"
27,Male,Health,7.2,Twitter,46,4.2,3.0,2.0,6.0,5.3,2.0,1,False,False,4,17,1.1,20-40,4-8,"(5.4, 7.2]"
